Tag	dynamicColors	mergedColors
S1PR1	purple	turquoise
HERC1	blue	cyan
SYBU	grey	grey
KIAA0100	yellow	cyan
ANKRD50	blue	cyan
DNM1	pink	turquoise
XKR8	yellow	cyan
SSC5D	turquoise	turquoise
C7orf31	grey	grey
PNRC1	turquoise	turquoise
MGAT2	black	cyan
P2RY11	black	cyan
RNF145	salmon	cyan
MID1	blue	cyan
ZNF181	blue	cyan
ZNF77	green	cyan
DUSP22	turquoise	turquoise
STON2	blue	cyan
MDH2	brown	brown
C21orf91	blue	cyan
ZSWIM6	blue	cyan
KCNH2	turquoise	turquoise
PPIP5K2	salmon	cyan
CHD1	salmon	cyan
LRRC40	green	cyan
CHSY3	pink	turquoise
C5orf22	green	cyan
CDK19	blue	cyan
GIPC3	purple	turquoise
EGFL7	purple	turquoise
AZGP1	grey	grey
BICRAL	blue	cyan
KIF13B	yellow	cyan
PRAM1	magenta	magenta
RAD52	blue	cyan
MYRF	grey	grey
ANKMY2	green	cyan
FOXO6	grey	grey
MPP7	turquoise	turquoise
KAT2A	brown	brown
AK2	brown	brown
PLXNA3	yellow	cyan
CCT6A	brown	brown
TOLLIP	black	cyan
PSCA	grey	grey
TCEA2	turquoise	turquoise
SLC12A7	yellow	cyan
SLC29A4	grey	grey
IFNGR2	grey	grey
TMEM250	brown	brown
USP6NL	blue	cyan
UTY	grey	grey
C9orf116	brown	brown
MGAT4B	yellow	cyan
EDA2R	turquoise	turquoise
SAMD9L	lightcyan	lightcyan
WSCD2	turquoise	turquoise
MCM6	brown	brown
NDUFB3	turquoise	turquoise
DVL1	brown	brown
SH3RF2	grey	grey
KCNJ2	grey	grey
GALNS	yellow	cyan
GAS2L1	yellow	cyan
C4BPB	grey	grey
AUP1	brown	brown
NFATC2	yellow	cyan
MCM7	brown	brown
ATP5MF	turquoise	turquoise
TCAF1	yellow	cyan
CCDC50	turquoise	turquoise
TTI1	greenyellow	greenyellow
SLAMF1	red	magenta
MAPK8IP3	tan	tan
DTNA	turquoise	turquoise
MBNL2	blue	cyan
KCNK10	grey	grey
NME7	blue	cyan
RND1	grey	grey
HHAT	blue	cyan
TFAP4	brown	brown
ZNF280C	blue	cyan
MAPRE2	turquoise	turquoise
LSM2	brown	brown
TXNDC15	pink	turquoise
TRAIP	brown	brown
OSBPL7	grey	grey
DNAJC4	grey	grey
SPACA9	turquoise	turquoise
LRRC37A2	blue	cyan
GPSM1	pink	turquoise
QSOX1	yellow	cyan
SNRNP200	yellow	cyan
KIF4A	brown	brown
FLT4	purple	turquoise
ZBED5	tan	tan
HOXB6	grey	grey
SLC9A3R1	grey	grey
HNRNPUL1	cyan	cyan
NOLC1	black	cyan
PGM2	green	cyan
SYTL1	grey	grey
AKT3	turquoise	turquoise
ACOT7	brown	brown
TACC3	brown	brown
INTS3	blue	cyan
WWOX	yellow	cyan
TMEM187	grey	grey
ERMP1	green	cyan
SPATA25	greenyellow	greenyellow
PANX1	yellow	cyan
FBXO31	yellow	cyan
ARNT2	turquoise	turquoise
SP4	blue	cyan
FAT1	yellow	cyan
CARMIL1	green	cyan
MILR1	magenta	magenta
CCDC9	cyan	cyan
MICALL2	yellow	cyan
DDX23	yellow	cyan
TLE6	grey	grey
BBC3	grey	grey
IL4I1	magenta	magenta
KIFC3	yellow	cyan
RPS23	salmon	cyan
PLAUR	grey	grey
ZNF212	black	cyan
NYNRIN	turquoise	turquoise
OPN1SW	turquoise	turquoise
ZNF415	turquoise	turquoise
CEACAM4	magenta	magenta
GAS2L3	brown	brown
SLFN5	red	magenta
PLCB3	yellow	cyan
ZNF837	grey	grey
PTN	turquoise	turquoise
TSNARE1	midnightblue	midnightblue
SELENBP1	grey	grey
GABARAPL1	turquoise	turquoise
HSPA1A	grey	grey
SIMC1	yellow	cyan
QARS	green	cyan
POLD2	brown	brown
IGF2BP3	greenyellow	greenyellow
SMIM1	grey	grey
PSME2	lightcyan	lightcyan
ADPRHL1	grey	grey
EHD1	yellow	cyan
LYNX1	turquoise	turquoise
RAPGEF5	blue	cyan
NAGPA	yellow	cyan
PRPS1	green	cyan
FNDC3A	blue	cyan
CARD16	red	magenta
KRT23	grey	grey
CMTM2	magenta	magenta
LRCH4	yellow	cyan
PRR11	brown	brown
GPNMB	magenta	magenta
TMEM200A	pink	turquoise
TMTC1	turquoise	turquoise
TTF2	brown	brown
ADAT2	tan	tan
ECD	blue	cyan
IFIT2	lightcyan	lightcyan
HOMER1	green	cyan
SRSF1	brown	brown
ISL1	turquoise	turquoise
SLC44A1	green	cyan
MOV10	lightcyan	lightcyan
RRS1	midnightblue	midnightblue
CREBBP	yellow	cyan
GPR37	grey	grey
TMEM37	grey	grey
DDAH1	green	cyan
LDHD	grey	grey
SYPL1	green	cyan
SLC22A18	grey	grey
CHST10	turquoise	turquoise
SUFU	yellow	cyan
CLASP1	blue	cyan
C1QTNF6	pink	turquoise
IER2	black	cyan
PHOSPHO1	red	magenta
TASP1	greenyellow	greenyellow
PTHLH	pink	turquoise
C2CD2L	black	cyan
C2CD4D	grey	grey
GPATCH8	blue	cyan
IFNGR1	green	cyan
ACTN1	turquoise	turquoise
ZNF354A	blue	cyan
UBE2L5	grey	grey
INPP5F	blue	cyan
SLC37A1	grey	grey
DGKA	grey	grey
RUBCN	yellow	cyan
TMEM144	grey	grey
MRPL24	brown	brown
SEMA4C	turquoise	turquoise
AGFG2	grey	grey
ANKRD40	blue	cyan
CMTM6	green	cyan
EIF3B	brown	brown
ZNF721	yellow	cyan
NPIPA5	grey	grey
ZMYND15	magenta	magenta
OAF	grey	grey
LGI4	turquoise	turquoise
CDX2	grey	grey
PDP1	brown	brown
C11orf71	grey	grey
ZNF695	brown	brown
DHX35	greenyellow	greenyellow
NFE2	grey	grey
THBS4	turquoise	turquoise
FH	brown	brown
PFKM	yellow	cyan
POLD1	brown	brown
SLC30A1	green	cyan
GSPT1	green	cyan
MBTPS2	blue	cyan
BTBD9	yellow	cyan
ZW10	brown	brown
LXN	pink	turquoise
COX4I2	purple	turquoise
SST	grey	grey
TCEAL4	turquoise	turquoise
PIWIL4	grey	grey
SMAD5	salmon	cyan
PBXIP1	turquoise	turquoise
DNAAF3	brown	brown
TMOD3	green	cyan
MYO1B	green	cyan
SNX16	brown	brown
FAM20B	blue	cyan
TFDP2	blue	cyan
QSOX2	brown	brown
STMN3	grey	grey
NCF4	red	magenta
SLC25A6	grey	grey
ODF3B	magenta	magenta
IL17REL	grey	grey
TRPS1	turquoise	turquoise
DUSP2	red	magenta
ARPP19	blue	cyan
GGT7	greenyellow	greenyellow
SNX19	blue	cyan
TM9SF2	green	cyan
NDUFB9	midnightblue	midnightblue
POLR3B	green	cyan
ABRACL	grey	grey
SCML2	green	cyan
STK40	yellow	cyan
GLIPR2	magenta	magenta
TCN1	grey	grey
BTC	turquoise	turquoise
MXD3	brown	brown
CCDC88C	yellow	cyan
APPBP2	blue	cyan
PCSK9	brown	brown
FUS	black	cyan
CENPX	brown	brown
TTC7A	black	cyan
MFSD10	midnightblue	midnightblue
HIST2H2AA3	grey	grey
ARID1B	yellow	cyan
SNRPB	greenyellow	greenyellow
BATF	grey	grey
MUL1	black	cyan
MBNL3	blue	cyan
IKBKG	yellow	cyan
TLR3	lightcyan	lightcyan
CUL3	blue	cyan
ZNF677	turquoise	turquoise
CT83	grey	grey
PLEK2	grey	grey
ANKRD13B	midnightblue	midnightblue
ANKS6	yellow	cyan
YWHAH	magenta	magenta
SRM	brown	brown
CIART	grey	grey
PYROXD2	grey	grey
BRI3	grey	grey
CIB1	grey	grey
MBP	blue	cyan
RAB37	red	magenta
EAF1	green	cyan
CRACR2A	grey	grey
CYB561D1	yellow	cyan
CREBZF	tan	tan
MGAM	grey	grey
EEF1E1	brown	brown
ZDBF2	turquoise	turquoise
RINT1	brown	brown
AP3M1	blue	cyan
FBXL18	yellow	cyan
TMEM238L	grey	grey
AMY2B	tan	tan
SPDYE2	blue	cyan
DHRS12	grey	grey
RNF139	brown	brown
HKDC1	grey	grey
SNTA1	turquoise	turquoise
FN1	pink	turquoise
CCDC125	salmon	cyan
ATP2C2	grey	grey
TM2D2	green	cyan
GBP4	red	magenta
TEX49	grey	grey
CRISPLD2	pink	turquoise
INTS6L	red	magenta
TUBAL3	grey	grey
CCDC170	grey	grey
MS4A2	turquoise	turquoise
SMCO4	grey	grey
MYH7B	greenyellow	greenyellow
CMAS	grey	grey
ARL10	turquoise	turquoise
RHOJ	purple	turquoise
ZNF589	blue	cyan
RPS20	grey	grey
ERLIN1	green	cyan
ZNF610	turquoise	turquoise
HCN3	greenyellow	greenyellow
CACTIN	black	cyan
UGT2B7	grey	grey
ANXA10	grey	grey
SPRED2	yellow	cyan
ASB16	turquoise	turquoise
TIMM44	black	cyan
SBNO1	green	cyan
SLC16A9	grey	grey
WDR55	yellow	cyan
CTSW	red	magenta
ZNF70	yellow	cyan
WNT2	pink	turquoise
FANCF	greenyellow	greenyellow
INCA1	yellow	cyan
AXIN1	yellow	cyan
GBP1	red	magenta
BOLA2-SMG1P6	green	cyan
TOP3A	black	cyan
ARHGAP45	red	magenta
CCDC59	brown	brown
TNNI3	grey	grey
PA2G4	brown	brown
SND1	brown	brown
SSR4	grey	grey
GNG12	blue	cyan
USP48	blue	cyan
ZNF418	turquoise	turquoise
PIAS4	black	cyan
PARS2	black	cyan
PTK7	yellow	cyan
FRYL	blue	cyan
SCO1	brown	brown
PCDHGC3	turquoise	turquoise
VAMP2	turquoise	turquoise
FZD8	pink	turquoise
OSBPL1A	turquoise	turquoise
MAN1B1	brown	brown
APOBEC3F	red	magenta
GALNT7	salmon	cyan
EDN1	grey	grey
DCAF11	black	cyan
CHAC1	grey	grey
PLK4	brown	brown
PXN	yellow	cyan
TUBA1A	turquoise	turquoise
C7orf50	greenyellow	greenyellow
SCAF4	yellow	cyan
PDSS2	brown	brown
CKAP4	grey	grey
BHLHA15	grey	grey
GSE1	yellow	cyan
TMUB1	midnightblue	midnightblue
ZIC5	grey	grey
UVRAG	blue	cyan
IGF2	pink	turquoise
SLC5A1	grey	grey
THTPA	yellow	cyan
HEATR3	brown	brown
TRIM27	black	cyan
TOM1L2	yellow	cyan
GNRH1	tan	tan
CSRP1	turquoise	turquoise
ARHGAP25	red	magenta
ZNF765	green	cyan
ETV5	yellow	cyan
PNISR	tan	tan
NAA15	brown	brown
EGFR	grey	grey
SETD1B	yellow	cyan
GRAMD2B	salmon	cyan
PCDHGA9	turquoise	turquoise
TMEM71	red	magenta
RGS12	yellow	cyan
TRIL	turquoise	turquoise
ADSSL1	grey	grey
BAMBI	grey	grey
DUSP5	red	magenta
ZNF511	brown	brown
UBN2	blue	cyan
APOC2	grey	grey
IL23A	grey	grey
HMBS	brown	brown
LIPM	grey	grey
G6PC3	cyan	cyan
RTL6	yellow	cyan
NME5	turquoise	turquoise
HM13	greenyellow	greenyellow
C15orf48	grey	grey
NAA25	green	cyan
NEIL3	brown	brown
FAAH2	grey	grey
FES	purple	turquoise
PPP1R16B	red	magenta
FBXO9	blue	cyan
ICK	blue	cyan
RANBP1	brown	brown
EXTL3	yellow	cyan
CMBL	grey	grey
PIK3CG	red	magenta
SYTL2	blue	cyan
OAT	grey	grey
SLC23A3	grey	grey
ITGBL1	pink	turquoise
TFF3	grey	grey
ZNF343	greenyellow	greenyellow
COA4	brown	brown
LMO4	grey	grey
TRIM31	grey	grey
NAP1L1	blue	cyan
ZFP14	blue	cyan
SLC24A3	pink	turquoise
ZNF639	green	cyan
CTTN	yellow	cyan
UNC93A	grey	grey
GPR25	red	magenta
IFT88	green	cyan
THAP5	blue	cyan
BCAM	turquoise	turquoise
TP53BP2	blue	cyan
PDE7A	blue	cyan
SMAD4	blue	cyan
NCOA7	green	cyan
TMSB4X	grey	grey
ARF3	yellow	cyan
LZTS1	pink	turquoise
SAT1	grey	grey
TEDC1	brown	brown
SERINC1	blue	cyan
HIC1	pink	turquoise
CACNB3	pink	turquoise
CLIC2	red	magenta
PIK3C2A	blue	cyan
CRACR2B	turquoise	turquoise
LPAR5	grey	grey
LRRC2	turquoise	turquoise
HNRNPH1	tan	tan
NTN1	turquoise	turquoise
DGKG	turquoise	turquoise
VPS41	blue	cyan
PRAC2	grey	grey
ZNF614	blue	cyan
ALDOB	grey	grey
MNDA	magenta	magenta
NLRP6	grey	grey
CDK20	turquoise	turquoise
ARHGAP29	purple	turquoise
NPHP3	tan	tan
SLC19A1	brown	brown
SPTY2D1	green	cyan
SNX27	blue	cyan
SPATA6	blue	cyan
FCRLA	red	magenta
CRYBG1	salmon	cyan
CD68	magenta	magenta
YPEL5	turquoise	turquoise
UBXN2B	blue	cyan
HIST1H4F	grey	grey
PTGES	grey	grey
ANAPC15	brown	brown
MKI67	brown	brown
SLC25A32	brown	brown
HS6ST1	black	cyan
RECQL5	black	cyan
NKG7	red	magenta
CTSD	magenta	magenta
CCND1	green	cyan
FAM131B	grey	grey
FOXC2	pink	turquoise
C18orf25	blue	cyan
SH3RF1	green	cyan
HSPA6	grey	grey
GPAA1	midnightblue	midnightblue
GPR84	magenta	magenta
GALNT11	yellow	cyan
CCR4	red	magenta
ACP6	grey	grey
TRIM69	red	magenta
ZBED3	salmon	cyan
PLXNB1	yellow	cyan
MPHOSPH6	brown	brown
CD276	pink	turquoise
CPSF7	yellow	cyan
FBXL6	midnightblue	midnightblue
JMY	blue	cyan
CPSF4	black	cyan
ZNF217	greenyellow	greenyellow
STRIP2	green	cyan
UBR1	blue	cyan
GSAP	blue	cyan
TRIM32	yellow	cyan
CCDC8	pink	turquoise
CCDC167	brown	brown
OXCT1	blue	cyan
MSRA	grey	grey
RHOQ	turquoise	turquoise
SLFN13	grey	grey
ARHGEF15	purple	turquoise
DMWD	cyan	cyan
CELSR1	yellow	cyan
ANAPC5	green	cyan
CFAP20	brown	brown
ATG4D	black	cyan
ABLIM3	turquoise	turquoise
NUB1	lightcyan	lightcyan
ZSCAN25	yellow	cyan
BAX	cyan	cyan
MSR1	magenta	magenta
WNK1	yellow	cyan
MEAK7	yellow	cyan
POLR1B	brown	brown
SLC35E2B	yellow	cyan
ZFP2	turquoise	turquoise
DNAJC15	grey	grey
LAIR2	grey	grey
PPP1R3C	turquoise	turquoise
SLC27A1	purple	turquoise
TM7SF3	yellow	cyan
CEACAM7	grey	grey
GSS	greenyellow	greenyellow
DOK3	red	magenta
COMMD3	grey	grey
HLA-DPA1	magenta	magenta
FNBP4	tan	tan
GPX8	pink	turquoise
LMF1	grey	grey
STX3	green	cyan
CFAP44	tan	tan
GAPVD1	blue	cyan
TRAM1L1	turquoise	turquoise
MDM4	tan	tan
MAP2	turquoise	turquoise
HOXA7	grey	grey
ZNF8	blue	cyan
SRPX2	pink	turquoise
CDC25C	brown	brown
STK32B	purple	turquoise
TRAP1	brown	brown
NPY	turquoise	turquoise
FCGR1A	magenta	magenta
ZNF84	blue	cyan
BCKDHA	cyan	cyan
COBL	yellow	cyan
MCRS1	black	cyan
NTN4	turquoise	turquoise
PADI2	grey	grey
ST3GAL5	red	magenta
MOSPD3	grey	grey
KLHL6	red	magenta
BASP1	red	magenta
MAD2L1	brown	brown
BCR	black	cyan
XYLB	brown	brown
TFAP2A	grey	grey
CALR	brown	brown
AFF4	salmon	cyan
ZNF10	blue	cyan
GAPDH	brown	brown
NME1	turquoise	turquoise
GPBP1L1	blue	cyan
ESPL1	brown	brown
KATNAL2	grey	grey
CPEB2	blue	cyan
PRKAB1	yellow	cyan
C12orf57	grey	grey
ZBTB11	green	cyan
CAPNS1	brown	brown
SLC35B3	green	cyan
MT2A	grey	grey
FIGN	turquoise	turquoise
GET4	greenyellow	greenyellow
CAPN6	turquoise	turquoise
GPR21	blue	cyan
RABGAP1	blue	cyan
MED14	brown	brown
ENTR1	brown	brown
ST5	turquoise	turquoise
KREMEN2	brown	brown
PEX1	blue	cyan
PPAT	brown	brown
NAALADL1	turquoise	turquoise
TMPRSS5	grey	grey
ARL6IP5	magenta	magenta
PLD1	blue	cyan
IER5L	grey	grey
SLC16A2	turquoise	turquoise
SYDE2	turquoise	turquoise
TRPA1	grey	grey
RASL11B	turquoise	turquoise
HELLS	brown	brown
F13A1	turquoise	turquoise
OSGIN1	grey	grey
HIST1H4I	grey	grey
TMEM59L	turquoise	turquoise
HIST1H4H	grey	grey
PM20D2	green	cyan
CDKN1B	yellow	cyan
CCDC71L	pink	turquoise
POGZ	blue	cyan
YWHAQ	green	cyan
FCGBP	grey	grey
ZP3	grey	grey
SCARF2	pink	turquoise
ZNF136	blue	cyan
ZNF526	cyan	cyan
KIT	turquoise	turquoise
TMEM9	black	cyan
CCNT2	blue	cyan
REV1	blue	cyan
ERN1	yellow	cyan
TNFRSF11B	grey	grey
FABP6	grey	grey
GPX7	pink	turquoise
HNRNPF	brown	brown
CCDC6	blue	cyan
GOLGA4	blue	cyan
SLC25A34	grey	grey
CTPS2	brown	brown
CORO2B	turquoise	turquoise
SEMA3E	turquoise	turquoise
ZDHHC1	grey	grey
AKAP10	blue	cyan
AGAP2	red	magenta
KCNC3	grey	grey
CAPZA2	blue	cyan
BFSP1	grey	grey
ANKRD9	grey	grey
COL15A1	purple	turquoise
EPM2A	turquoise	turquoise
HSPA9	green	cyan
DONSON	brown	brown
RECK	turquoise	turquoise
AVPR1A	purple	turquoise
SELENOS	grey	grey
GLO1	brown	brown
GRIN2D	grey	grey
TSKU	grey	grey
ITGAE	red	magenta
SHE	purple	turquoise
MRPL39	brown	brown
DTX3	turquoise	turquoise
TMEM186	green	cyan
SFMBT2	red	magenta
PCDHB4	turquoise	turquoise
ZNF846	turquoise	turquoise
PF4V1	grey	grey
SOD1	brown	brown
KRT10	grey	grey
MANF	turquoise	turquoise
SPP1	magenta	magenta
SCG5	pink	turquoise
MYEF2	turquoise	turquoise
RDH10	yellow	cyan
AGO3	blue	cyan
SCGN	grey	grey
XPOT	green	cyan
DAPP1	red	magenta
UGT8	brown	brown
TPSG1	grey	grey
PROSER1	green	cyan
VPS18	yellow	cyan
CAMK1	turquoise	turquoise
RDH13	yellow	cyan
NUDT2	brown	brown
MAP4K1	red	magenta
TPR	blue	cyan
GYS1	cyan	cyan
GFI1	red	magenta
PTGER2	turquoise	turquoise
MCF2L	blue	cyan
RANBP17	grey	grey
CPLX1	grey	grey
VEPH1	grey	grey
PRXL2B	brown	brown
CHSY1	blue	cyan
SEMA6D	turquoise	turquoise
FIGNL1	brown	brown
CD2	red	magenta
HECW2	purple	turquoise
BBS4	blue	cyan
KCNQ4	turquoise	turquoise
ST8SIA4	magenta	magenta
MKRN2	green	cyan
ANKRD13D	yellow	cyan
MYCN	grey	grey
POP1	brown	brown
PHLDB3	cyan	cyan
PHKB	blue	cyan
FGR	magenta	magenta
MYO7A	yellow	cyan
VWF	purple	turquoise
RASL11A	grey	grey
UGT1A10	grey	grey
CDC7	brown	brown
PDZK1	grey	grey
MAP4K3	blue	cyan
RAD51C	green	cyan
USP14	green	cyan
VSTM4	turquoise	turquoise
PARP8	salmon	cyan
PPP2R3B	yellow	cyan
TRIM52	tan	tan
PALM	turquoise	turquoise
EBP	turquoise	turquoise
HERC3	blue	cyan
BLM	brown	brown
NOM1	green	cyan
CHST12	pink	turquoise
HIST1H2AC	grey	grey
MACF1	turquoise	turquoise
MSANTD2	tan	tan
BTN2A1	blue	cyan
ZNF236	blue	cyan
PLGRKT	brown	brown
BRMS1	brown	brown
ARMCX1	turquoise	turquoise
KRT16	grey	grey
KIAA0895	green	cyan
BDKRB1	turquoise	turquoise
DNAJB2	black	cyan
SYMPK	cyan	cyan
TRIM5	lightcyan	lightcyan
TBC1D17	cyan	cyan
LILRA1	magenta	magenta
PDZD8	green	cyan
ITLN1	grey	grey
CCNE1	brown	brown
DGKH	blue	cyan
CTNNBIP1	yellow	cyan
ALS2	blue	cyan
ACTR8	blue	cyan
OTX1	brown	brown
STT3A	brown	brown
TLN2	yellow	cyan
IL17C	grey	grey
PRKACA	pink	turquoise
MRPS2	brown	brown
GHRL	grey	grey
IKZF2	blue	cyan
LYPLA2	brown	brown
XPNPEP1	green	cyan
ARMT1	green	cyan
CHMP5	green	cyan
LUZP1	yellow	cyan
GLUD1	green	cyan
CD247	red	magenta
SUN1	blue	cyan
CBLL1	green	cyan
HJURP	brown	brown
IVD	yellow	cyan
SMC4	brown	brown
RPL12	grey	grey
GTPBP3	brown	brown
ZNF646	black	cyan
CCDC65	blue	cyan
MPZL1	yellow	cyan
FBXL8	grey	grey
CFAP97	blue	cyan
FOXF2	turquoise	turquoise
PPARG	grey	grey
SFRP4	pink	turquoise
TOMM40L	yellow	cyan
LAS1L	black	cyan
FAM167B	purple	turquoise
ZNF347	turquoise	turquoise
ADAM28	red	magenta
LRRC15	pink	turquoise
ROMO1	greenyellow	greenyellow
WWP2	yellow	cyan
B4GALNT3	grey	grey
LRP10	yellow	cyan
SOWAHB	grey	grey
PRRC1	salmon	cyan
SYNDIG1	pink	turquoise
STYK1	grey	grey
ZNF22	green	cyan
CD80	magenta	magenta
FCHSD2	red	magenta
TRIM36	salmon	cyan
CNPPD1	black	cyan
CDC42EP4	black	cyan
MYBL2	brown	brown
EZR	green	cyan
ARHGEF6	red	magenta
CTTNBP2NL	blue	cyan
FTSJ3	black	cyan
C1QTNF12	grey	grey
PKP3	midnightblue	midnightblue
TRPV3	grey	grey
CNIH3	pink	turquoise
C4orf33	grey	grey
LGALS9C	grey	grey
NIPA1	green	cyan
ARMC8	green	cyan
ATP5MPL	turquoise	turquoise
MTUS1	blue	cyan
HIST1H2BL	brown	brown
ZSWIM8	yellow	cyan
KLHL8	green	cyan
TUBB6	turquoise	turquoise
RIOK3	blue	cyan
SMN2	grey	grey
ARHGEF5	yellow	cyan
POLR2K	brown	brown
ALOX15B	magenta	magenta
PERP	red	magenta
WDR6	black	cyan
PHRF1	black	cyan
QTRT1	grey	grey
MEI1	red	magenta
LTA	red	magenta
LIMS1	blue	cyan
RAB5IF	greenyellow	greenyellow
MEOX2	turquoise	turquoise
INSIG2	blue	cyan
DENND1B	blue	cyan
DECR1	brown	brown
FRMD4A	purple	turquoise
EIF4EBP1	turquoise	turquoise
NICN1	blue	cyan
SRPK1	brown	brown
CLCN5	green	cyan
MLF2	brown	brown
UBL3	blue	cyan
AMACR	grey	grey
TEAD2	turquoise	turquoise
ZFHX4	turquoise	turquoise
CPNE5	red	magenta
PPP1R1C	grey	grey
KHDRBS3	grey	grey
LIMS2	turquoise	turquoise
SAMD4A	turquoise	turquoise
DNAJA3	yellow	cyan
FNIP2	blue	cyan
PMM2	green	cyan
H2AFZ	brown	brown
C3orf14	grey	grey
INTS8	brown	brown
IMPA1	brown	brown
BMS1	green	cyan
MS4A4A	magenta	magenta
CRYAB	turquoise	turquoise
USB1	black	cyan
STEAP4	turquoise	turquoise
S100P	grey	grey
DCLK2	turquoise	turquoise
SLITRK6	turquoise	turquoise
SOBP	turquoise	turquoise
SPDEF	grey	grey
RPL35	grey	grey
MAPKAPK3	yellow	cyan
RAB12	turquoise	turquoise
NEB	grey	grey
ETV3	blue	cyan
NGF	turquoise	turquoise
GSDMD	midnightblue	midnightblue
PSEN1	green	cyan
DOLK	brown	brown
RB1CC1	blue	cyan
VIPR2	turquoise	turquoise
ZNF711	blue	cyan
BBS10	blue	cyan
HMCN1	turquoise	turquoise
CDH24	black	cyan
FBXO46	cyan	cyan
TRAT1	red	magenta
COLEC11	grey	grey
GSTK1	grey	grey
SLC9A6	blue	cyan
ACIN1	black	cyan
PYGB	yellow	cyan
SORT1	blue	cyan
ASNS	grey	grey
FPGS	brown	brown
GADD45G	grey	grey
IFIT3	lightcyan	lightcyan
CCDC68	salmon	cyan
SRRM1	blue	cyan
PDCD1	red	magenta
KLF3	green	cyan
GASK1B	pink	turquoise
NKIRAS2	yellow	cyan
PTGFRN	yellow	cyan
RNF4	yellow	cyan
GPR132	red	magenta
NFKB1	yellow	cyan
LOXL2	pink	turquoise
DNAJC12	grey	grey
ZBTB41	green	cyan
SRA1	grey	grey
SYCE3	grey	grey
BTG1	red	magenta
BVES	turquoise	turquoise
AKT1	black	cyan
PDE11A	grey	grey
SUCLG1	brown	brown
MX2	lightcyan	lightcyan
C5orf38	grey	grey
EPN3	grey	grey
ATOH8	turquoise	turquoise
DAAM1	turquoise	turquoise
NEIL1	tan	tan
C16orf86	turquoise	turquoise
GUSB	yellow	cyan
CDKN2AIPNL	brown	brown
STAT6	yellow	cyan
ZNHIT2	midnightblue	midnightblue
CCL3L1	magenta	magenta
CLGN	turquoise	turquoise
JHY	turquoise	turquoise
HOXB4	turquoise	turquoise
HSPB6	turquoise	turquoise
ADGRL3	turquoise	turquoise
CERS6	green	cyan
PHKA2	yellow	cyan
IL18RAP	red	magenta
PRDM2	blue	cyan
TBC1D30	brown	brown
TRMT2A	brown	brown
SREK1IP1	salmon	cyan
SCAMP4	black	cyan
TRIP11	blue	cyan
FAM107B	grey	grey
TDG	green	cyan
NOS3	purple	turquoise
ABL1	turquoise	turquoise
VPS37D	grey	grey
LRIG3	yellow	cyan
FAM111A	blue	cyan
FHL2	grey	grey
NFS1	greenyellow	greenyellow
HIST1H3E	grey	grey
ZNF121	blue	cyan
BORA	brown	brown
DTD1	brown	brown
ZNF836	blue	cyan
CENPV	brown	brown
MEN1	brown	brown
CKS2	brown	brown
SIL1	black	cyan
SRR	turquoise	turquoise
SERPINA1	grey	grey
PPRC1	black	cyan
HECTD2	turquoise	turquoise
NANS	grey	grey
MFSD1	magenta	magenta
SMU1	green	cyan
KCTD13	yellow	cyan
MMGT1	blue	cyan
DUOXA2	grey	grey
SEMA6C	turquoise	turquoise
ZSWIM4	pink	turquoise
DCP1B	turquoise	turquoise
L3MBTL3	turquoise	turquoise
PPIH	brown	brown
MAGOH	brown	brown
BCOR	yellow	cyan
BPIFB1	grey	grey
CLDN15	grey	grey
CHCHD2	turquoise	turquoise
LGALS9	red	magenta
CNOT10	green	cyan
VIM	pink	turquoise
LRRFIP1	blue	cyan
KIF2C	brown	brown
TEX10	green	cyan
FMO4	grey	grey
HES4	grey	grey
OXR1	blue	cyan
ZNF764	yellow	cyan
LSG1	green	cyan
PCLAF	brown	brown
RNF213	lightcyan	lightcyan
ADM5	grey	grey
STAT5A	red	magenta
REC8	grey	grey
MTHFS	brown	brown
ARTN	grey	grey
KIAA1522	yellow	cyan
CD93	purple	turquoise
C11orf68	pink	turquoise
ATG9B	grey	grey
B9D1	grey	grey
AFG3L2	green	cyan
STK39	green	cyan
REP15	grey	grey
TAGAP	red	magenta
SCNN1A	grey	grey
THOC2	tan	tan
AP2A1	cyan	cyan
NARS	green	cyan
DPY30	purple	turquoise
RESF1	blue	cyan
TAF5L	green	cyan
SNX18	turquoise	turquoise
C19orf57	brown	brown
AGTPBP1	blue	cyan
FANCI	brown	brown
MRPL11	brown	brown
GCNT1	grey	grey
PABPC3	grey	grey
NEDD9	purple	turquoise
PRR15L	grey	grey
ABCD3	green	cyan
PPP1R9A	grey	grey
PRKAA1	blue	cyan
ANXA2	grey	grey
COL9A3	grey	grey
MON2	blue	cyan
CLDN9	grey	grey
PEAK1	blue	cyan
NCKAP5L	pink	turquoise
NBL1	grey	grey
MICOS10-NBL1	grey	grey
FRRS1	green	cyan
RIF1	blue	cyan
QTRT2	green	cyan
GBA2	yellow	cyan
GNAS	greenyellow	greenyellow
TM9SF4	greenyellow	greenyellow
FCHO1	grey	grey
INMT	turquoise	turquoise
MPZL3	green	cyan
LST1	magenta	magenta
CHUK	green	cyan
ADGRF1	grey	grey
ICE1	blue	cyan
NUMBL	pink	turquoise
DEGS2	grey	grey
CCDC97	cyan	cyan
CLK1	tan	tan
PTPRF	yellow	cyan
FCRL5	red	magenta
SETD6	grey	grey
KBTBD4	yellow	cyan
IL3RA	purple	turquoise
