Tag	geneSet	description	link	size	overlap	expect	enrichmentRatio	pValue	FDR	overlapId	userId	DB
1071	GO:0050982	detection of mechanical stimulus	http://amigo.geneontology.org/amigo/term/GO:0050982	23	9	3.04928536224741	2.95151123323097	0.0017541237364207	0.0107802147985978	784;1301;3356;3815;5270;5310;5311;6387;23621	CACNB3;KIT;BACE1;COL11A1;HTR2A;PKD2;PKD1;CXCL12;SERPINE2	geneontology_Biological_Process
1072	GO:0003016	respiratory system process	http://amigo.geneontology.org/amigo/term/GO:0003016	23	9	3.04928536224741	2.95151123323097	0.0017541237364207	0.0107802147985978	134;477;2324;3202;4204;4692;5090;54413;57555	NLGN2;NLGN3;ATP1A2;NDN;ADORA1;FLT4;MECP2;HOXA5;PBX3	geneontology_Biological_Process
1073	GO:0035886	vascular smooth muscle cell differentiation	http://amigo.geneontology.org/amigo/term/GO:0035886	23	9	3.04928536224741	2.95151123323097	0.0017541237364207	0.0107802147985978	1311;2022;3815;5155;6443;6722;10266;23493;93649	HEY2;SGCB;SRF;KIT;COMP;PDGFB;MYOCD;ENG;RAMP2	geneontology_Biological_Process
1074	GO:0002053	positive regulation of mesenchymal cell proliferation	http://amigo.geneontology.org/amigo/term/GO:0002053	23	9	3.04928536224741	2.95151123323097	0.0017541237364207	0.0107802147985978	657;2260;5396;6608;7048;7472;7474;8646;93986	WNT2;CHRD;PRRX1;SMO;FGFR1;TGFBR2;WNT5A;BMPR1A;FOXP2	geneontology_Biological_Process
1075	GO:1902903	regulation of supramolecular fiber organization	http://amigo.geneontology.org/amigo/term/GO:1902903	263	52	34.8679152291769	1.49134238907657	0.00176849320610251	0.010847398707685	25;165;395;1073;1191;1410;1901;1902;2242;2316;2934;4133;4204;4208;4653;5217;5962;5999;6356;6387;6422;6622;7043;7046;7111;7168;8829;8936;9037;9353;9639;9647;9886;10174;10395;10411;10602;11034;11075;11117;11346;22899;25802;29767;50507;55616;56907;64857;85358;90102;146057;285590	PFN2;TMOD1;CFL2;ASAP3;MYOC;LPAR1;CCL11;NRP1;SYNPO;ARHGAP6;TPM1;TGFBR1;PHLDB2;RHOBTB1;TTBK2;SORBS3;STMN2;S1PR1;FES;ARHGEF15;MAP2;CRYAB;ABL1;SH3PXD2B;EMILIN1;RDX;PLEKHG2;DLC1;GSN;RAPGEF3;SLIT2;CDC42EP3;SNCA;RGS4;MECP2;SPIRE1;DSTN;TGFB3;MEF2C;SHANK3;TMOD2;SEMA5A;CXCL12;WASF1;FLNA;ARHGEF10;AEBP1;CLU;SFRP1;PPM1F;LMOD1;NOX4	geneontology_Biological_Process
1076	GO:0009410	response to xenobiotic stimulus	http://amigo.geneontology.org/amigo/term/GO:0009410	202	42	26.780680137999	1.56829474769038	0.0017686763246676	0.010847398707685	358;590;845;874;1036;1066;1268;1545;1978;2326;2354;2690;2775;2908;2946;3356;4258;5021;5138;5155;5176;5567;5577;5742;5997;5999;6095;6262;6546;6571;6609;6622;6777;7040;8639;8682;8787;9915;10014;27092;114907;221935	PRKACB;SLC18A2;CDO1;GNAO1;SERPINF1;FBXO32;PRKAR2B;GSTM2;BCHE;AQP1;ARNT2;EIF4EBP1;TGFB1;RORA;CES1;NR3C1;PTGS1;CNR1;HDAC5;STAT5B;CBR3;CASQ2;PDGFB;CYP1B1;SLC8A1;RYR2;SNCA;RGS4;HTR2A;FOSB;RGS2;MGST2;FMO1;PDE2A;RGS9;SDK1;SMPD1;PEA15;GHR;OXTR;CACNG4;AOC3	geneontology_Biological_Process
1077	GO:0035304	regulation of protein dephosphorylation	http://amigo.geneontology.org/amigo/term/GO:0035304	98	24	12.9926071956629	1.84720430923299	0.00180678245556654	0.0110697755355365	134;1408;1760;1827;2771;3486;3672;4659;5159;5502;5507;5523;5526;5764;6609;7040;9863;9891;10231;10395;65018;78986;94274;221692	PPP1R12A;PPP1R14A;ADORA1;IGFBP3;NUAK1;RCAN2;PTN;PPP1R3C;TGFB1;PPP2R3A;DUSP26;PPP1R1A;RCAN1;PDGFRB;DLC1;MAGI2;PPP2R5B;PINK1;GNAI2;PHACTR1;ITGA1;SMPD1;DMPK;CRY2	geneontology_Biological_Process
1078	GO:0070723	response to cholesterol	http://amigo.geneontology.org/amigo/term/GO:0070723	19	8	2.51897486446525	3.17589512815496	0.0018194291710576	0.011079288204245	19;2822;3624;5727;6608;7040;7046;7048	ABCA1;TGFBR1;PTCH1;TGFB1;GPLD1;SMO;TGFBR2;INHBA	geneontology_Biological_Process
1079	GO:0032332	positive regulation of chondrocyte differentiation	http://amigo.geneontology.org/amigo/term/GO:0032332	19	8	2.51897486446525	3.17589512815496	0.0018194291710576	0.011079288204245	94;654;658;860;2737;4017;6660;7704	GLI3;RUNX2;ZBTB16;SOX5;LOXL2;ACVRL1;BMPR1B;BMP6	geneontology_Biological_Process
1080	GO:0035813	regulation of renal sodium excretion	http://amigo.geneontology.org/amigo/term/GO:0035813	19	8	2.51897486446525	3.17589512815496	0.0018194291710576	0.011079288204245	134;183;185;552;554;1910;2771;4881	ADORA1;EDNRB;AVPR1A;NPR1;AVPR2;AGT;AGTR1;GNAI2	geneontology_Biological_Process
1081	GO:0003215	cardiac right ventricle morphogenesis	http://amigo.geneontology.org/amigo/term/GO:0003215	19	8	2.51897486446525	3.17589512815496	0.0018194291710576	0.011079288204245	657;3670;6604;7042;9464;10512;23414;23493	HEY2;ISL1;ZFPM2;SMARCD3;SEMA3C;TGFB2;BMPR1A;HAND2	geneontology_Biological_Process
1082	GO:0035025	positive regulation of Rho protein signal transduction	http://amigo.geneontology.org/amigo/term/GO:0035025	19	8	2.51897486446525	3.17589512815496	0.0018194291710576	0.011079288204245	408;1281;1902;2149;2151;5159;6091;9002	F2RL2;F2RL3;LPAR1;ARRB1;COL3A1;PDGFRB;F2R;ROBO1	geneontology_Biological_Process
1083	GO:0062009	secondary palate development	http://amigo.geneontology.org/amigo/term/GO:0062009	19	8	2.51897486446525	3.17589512815496	0.0018194291710576	0.011079288204245	2535;7042;7043;7048;7049;7474;8321;51176	TGFB2;FZD1;TGFBR2;FZD2;TGFB3;TGFBR3;WNT5A;LEF1	geneontology_Biological_Process
1084	GO:0055013	cardiac muscle cell development	http://amigo.geneontology.org/amigo/term/GO:0055013	66	18	8.75012321340562	2.05711388982764	0.00182620953049728	0.0111092868088728	70;183;3479;4205;4628;4629;5156;5159;5997;5999;6443;6444;6546;6722;8470;8736;23363;23493	HEY2;SGCB;SORBS2;SRF;OBSL1;IGF1;ACTC1;MYH11;PDGFRA;PDGFRB;MYH10;SLC8A1;SGCD;AGT;RGS4;RGS2;MEF2A;MYOM1	geneontology_Biological_Process
1085	GO:0045859	regulation of protein kinase activity	http://amigo.geneontology.org/amigo/term/GO:0045859	659	113	87.3686545096106	1.29337003796447	0.00188310701923078	0.0114437903237635	25;60;116;134;154;183;284;408;493;857;894;975;1028;1136;1191;1464;1742;1843;1845;1902;2043;2149;2167;2247;2255;2260;2321;2621;2690;2810;3082;3356;3357;3479;3481;3611;3672;3690;3815;4215;4616;4739;4803;4915;4920;4921;5155;5159;5310;5566;5567;5569;5577;5600;5602;5621;5979;5997;5999;6091;6422;6423;6609;6622;6997;7026;7040;7042;7043;7046;7048;7057;7070;7295;7345;7436;7474;7786;8322;8325;8536;8654;8682;8692;9021;9467;9479;9647;9839;10252;11142;11221;22924;23328;25759;25937;26524;26585;29969;50507;51422;54922;55704;56034;56940;57216;64061;65018;78986;80310;84632;93649;142679	PDE5A;PRKACB;CSPG4;FGF10;DDR2;AFAP1L2;ATP2B4;FABP4;MAPK8IP1;LPAR1;UCHL1;TGFBR1;PRKAR2B;SFRP2;SH3BP5;IGF1;ADORA1;ANGPT1;EPHA4;MAP3K3;CD81;CDKN1C;DLG4;FGF2;ZEB2;RASIP1;CCND2;ADRB2;DUSP22;FZD8;IGF2;KIT;CAMK1;PRKACA;NGF;ABL1;NEDD9;TGFB1;NR2F2;ARRB1;PKIA;CCDC88A;DUSP26;DUSP1;ILK;CHRNA3;TDGF1;PDGFRB;SOCS3;PDGFD;F2R;HGF;DUSP3;PDGFB;MAPK11;THBS1;THY1;GAS6;SASH1;GREM1;WWTR1;MYOCD;FLT1;FGFR1;SNCA;TSPYL2;TGFB2;AGT;RGS4;HYAL2;PDGFC;SPRY1;NTRK2;TGFBR2;PRKAG2;PINK1;HTR2A;MAPRE3;SFN;SHC2;RET;GADD45B;RGS2;VLDLR;MAPK10;CAV1;FZD4;PKD1;TGFB3;TXN;MAP3K12;WNT5A;VANGL2;PKIG;ITGA1;SMPD1;LATS2;PEA15;GHR;CLU;SFRP1;MDFIC;HTR2B;ADCYAP1;PPM1F;ROR2;DUSP10;ROBO1;ACTB;ITGB3;NOX4;PRNP;DUSP19	geneontology_Biological_Process
1086	GO:0071300	cellular response to retinoic acid	http://amigo.geneontology.org/amigo/term/GO:0071300	51	15	6.76145884672252	2.21845615569648	0.00190267247787035	0.0115509761777093	19;358;1277;2042;3199;3371;5176;5915;5979;7472;7474;8322;8324;8463;130497	EPHA3;ABCA1;RARB;SERPINF1;AQP1;WNT2;TEAD2;TNC;OSR1;RET;FZD4;WNT5A;COL1A1;HOXA2;FZD7	geneontology_Biological_Process
1087	GO:0044273	sulfur compound catabolic process	http://amigo.geneontology.org/amigo/term/GO:0044273	32	11	4.24248398225727	2.59282063197026	0.00191430763031208	0.0115981105367341	176;633;1036;1462;1464;1634;2331;4060;4969;5549;7263	CSPG4;CDO1;FMOD;PRELP;LUM;TST;BGN;ACAN;VCAN;DCN;OGN	geneontology_Biological_Process
1088	GO:0010761	fibroblast migration	http://amigo.geneontology.org/amigo/term/GO:0010761	32	11	4.24248398225727	2.59282063197026	0.00191430763031208	0.0115981105367341	2247;3036;3611;4921;6546;7040;7057;7145;8692;79899;84159	DDR2;PRR5L;ARID5B;FGF2;TGFB1;ILK;THBS1;SLC8A1;HYAL2;TNS1;HAS1	geneontology_Biological_Process
1089	GO:2000241	regulation of reproductive process	http://amigo.geneontology.org/amigo/term/GO:2000241	104	25	13.7880729423361	1.81316128109808	0.00193634772655504	0.0117197935126443	367;1268;1843;1910;3479;3624;4882;5021;5028;5139;5176;5567;6422;6615;7076;7432;7474;8654;8912;10370;10371;23414;26471;27306;85360	PDE5A;PRKACB;SERPINF1;SEMA3A;CACNA1H;IGF1;VIP;NPR2;PDE3A;EDNRB;ZFPM2;SNAI1;DUSP1;CNR1;HPGDS;INHBA;P2RY1;AR;NUPR1;WNT5A;SFRP1;OXTR;SYDE1;CITED2;TIMP1	geneontology_Biological_Process
1090	GO:0042552	myelination	http://amigo.geneontology.org/amigo/term/GO:0042552	93	23	12.3297190734352	1.86541152016629	0.00194126567426878	0.0117349045056171	287;1191;1902;1959;2817;3082;3400;3611;4359;4653;4915;5376;5915;7040;8506;8604;9639;10810;23114;53616;83700;114569;152189	NFASC;MYOC;MPZ;RARB;LPAR1;ADAM22;CMTM8;EGR2;GPC1;TGFB1;ILK;HGF;SLC25A12;ID4;WASF3;CNTNAP1;NTRK2;ANK2;PMP22;MAL2;JAM3;ARHGEF10;CLU	geneontology_Biological_Process
1091	GO:0099173	postsynapse organization	http://amigo.geneontology.org/amigo/term/GO:0099173	138	31	18.2957121734845	1.6943860783363	0.00194276122656412	0.0117349045056171	60;87;1000;1627;1742;2043;2045;2596;2743;4593;4628;5621;5764;5789;5802;7474;8292;8828;8829;9379;9863;23229;26052;54413;57502;57555;58504;64101;80823;84628;85358	NLGN2;MUSK;NLGN3;EPHA7;ARHGAP22;NRP1;NTNG2;NLGN4X;BHLHB9;EPHA4;DLG4;PTN;ACTN1;GLRB;PTPRD;ARHGEF9;MYH10;GAP43;DBN1;NRP2;MAGI2;DNM3;NRXN2;COLQ;WNT5A;CDH2;SHANK3;PTPRS;LRRC4;ACTB;PRNP	geneontology_Biological_Process
1092	GO:0055082	cellular chemical homeostasis	http://amigo.geneontology.org/amigo/term/GO:0055082	567	99	75.171513060621	1.3169882575087	0.00199941979255147	0.0120649782446812	25;111;116;134;183;185;187;287;308;309;408;477;482;493;552;623;624;654;730;775;783;784;845;857;948;1152;1268;1742;1756;1760;1901;1902;1903;1909;1910;2149;2151;2247;2621;2624;2822;2826;2901;2946;3356;3357;3708;3741;3777;3778;3934;3956;4804;4830;5021;5028;5144;5156;5167;5176;5310;5311;5350;5563;5566;5621;5731;5732;5733;5737;5739;6262;6356;6358;6387;6508;6546;6622;6722;6915;7040;7070;7220;7223;7225;7474;8614;9002;9900;10268;11346;22821;23413;23627;25932;50507;57158;79734;114897	F2RL2;KCNA5;F2RL3;ITPR1;ATP2B4;SERPINF1;ATP1A2;LPAR1;CCL11;SRF;SYNPO;STC2;CACNB2;GSTM2;ADORA1;JPH2;SLC4A3;CLIC4;DLG4;FGF2;ADCY5;ATP1B2;EDNRB;S1PR1;CACNB3;NME1;AVPR1A;PTGER2;BDKRB1;PRKACA;ABL1;TGFB1;GPLD1;ARRB1;BDKRB2;GRIK5;KCNK3;PDGFRA;ANXA6;CD36;F2R;CNR1;PTGER3;PTGER1;DMD;TRPC4;CASQ2;PDE4D;KCNMA1;C7;PTGFR;THY1;SLC8A1;GAS6;LGALS1;TRPC6;RYR2;SNCA;AGT;KCTD17;ANK2;HTR2A;NGFR;PRKAA2;P2RY1;RAMP3;S1PR3;AGTR1;PKD2;APLNR;CCR10;CAV1;PKD1;EDNRA;CKB;WNT5A;TRPC1;CACNA1C;ANXA5;BMP6;SV2A;C1QTNF1;PRND;CCL14;CXCL12;PLN;GATA2;LCN2;PTGIR;ENPP1;DMPK;RASA3;TBXA2R;HTR2B;ADCYAP1;OXTR;NCS1;NOX4;PRNP	geneontology_Biological_Process
1093	GO:0050727	regulation of inflammatory response	http://amigo.geneontology.org/amigo/term/GO:0050727	302	58	40.038442582553	1.44860779438194	0.00202044121420331	0.0121795611222396	2;116;134;183;185;347;604;683;710;715;716;720;730;975;1003;1051;1191;1268;1910;2167;3075;3082;3554;3569;3572;3670;4023;4258;4345;5054;5138;5176;5187;5322;5627;5733;6095;6358;6401;6622;6777;6844;7010;7130;7292;7474;7791;8482;8673;8692;9021;9180;10203;11221;27086;64332;80149;90865	FOXP1;CD200;FABP4;SERPINF1;ZYX;VAMP8;TNFSF4;CFH;SERPING1;CDH5;ADORA1;LPL;CD81;NFKBIZ;EDNRB;ISL1;VAMP2;PER1;TNFAIP6;OSMR;RORA;SOCS3;CALCRL;CNR1;PTGER3;PLA2G5;C4A;HGF;STAT5B;SERPINE1;C1R;C7;SELE;IL33;IL1R1;SNCA;AGT;HYAL2;BST1;A2M;AGTR1;SEMA7A;ZC3H12A;CEBPB;BCL6;C1S;MGST2;PROS1;WNT5A;PDE2A;TEK;CCL14;APOD;IL6ST;CLU;ADCYAP1;DUSP10;IL6	geneontology_Biological_Process
1094	GO:0033135	regulation of peptidyl-serine phosphorylation	http://amigo.geneontology.org/amigo/term/GO:0033135	110	26	14.5835386890094	1.78283203785063	0.00205383365048206	0.0123684133001895	284;408;493;624;857;1756;2621;3082;3569;4092;4915;5144;5217;5587;5979;6423;6622;7040;7295;7474;8536;9647;10044;10268;10411;65018	PFN2;ATP2B4;PRKD1;SFRP2;ANGPT1;CAMK1;TGFB1;ARRB1;BDKRB2;SMAD7;HGF;DMD;PDE4D;GAS6;RAPGEF3;SNCA;NTRK2;PINK1;RAMP3;RET;CAV1;TXN;WNT5A;SH2D3C;PPM1F;IL6	geneontology_Biological_Process
1095	GO:0044093	positive regulation of molecular function	http://amigo.geneontology.org/amigo/term/GO:0044093	1432	225	189.851158206013	1.18513893792445	0.00210051453393478	0.0126368304089731	2;25;116;134;154;183;185;284;287;367;395;408;482;493;552;775;783;784;857;858;894;948;975;1123;1136;1191;1464;1742;1756;1901;1902;1909;2043;2149;2192;2247;2255;2260;2321;2335;2535;2621;2690;2771;2775;2822;2919;2934;2946;3082;3092;3200;3306;3316;3336;3356;3357;3479;3481;3569;3611;3667;3670;3672;3690;3725;3815;4035;4208;4215;4258;4325;4326;4345;4616;4649;4659;4660;4739;4803;4804;4830;4846;4883;4915;4919;4920;4921;5118;5155;5156;5159;5217;5243;5310;5311;5322;5526;5566;5567;5577;5587;5600;5602;5621;5979;5997;5999;6004;6091;6262;6356;6358;6364;6401;6422;6423;6608;6622;6649;6722;6769;6997;7010;7040;7042;7043;7046;7048;7057;7070;7077;7168;7225;7291;7295;7436;7472;7474;7786;8321;8322;8325;8490;8536;8654;8682;8786;8787;8829;8877;9411;9464;9639;9644;9647;9732;9754;9759;9839;9852;9863;10014;10395;10411;10418;10681;10893;10982;11043;11080;22821;22899;22924;23129;23216;23328;25759;26086;26092;26585;27092;29969;30845;50507;51306;51422;54413;55616;55704;55859;56034;57118;57158;57216;57333;57514;57569;57636;58504;60401;64641;64784;65018;66036;79658;79890;80243;80310;83464;83478;83595;84144;84159;84168;84632;85358;85360;89870;90627;93649;112574;142679;196513;285590	PFN2;PDE5A;RCN3;NLGN3;PRKACB;CSPG4;FGF10;LRP1;DDR2;ASAP3;PPP1R12A;NPR3;CD200;PCOLCE;AFAP1L2;ATP2B4;GNAO1;ARHGAP31;ARHGAP22;LPAR1;HSPE1;CCL11;SRF;NRP1;CAMK1D;ARHGAP6;TPM1;PRKD1;CACNB2;TGFBR1;PRKAR2B;SFRP2;TIMP2;GSTM2;IGF1;HDAC4;PLXND1;HSPA2;ADORA1;JPH2;ARID5B;ANGPT1;STAC;DOCK4;EPHA4;MAP3K3;CD81;DLG4;FGF2;ZEB2;HSPB2;CCND2;ADRB2;ATP1B2;S1PR1;EDA2R;MAPRE2;GPSM1;ISL1;FN1;WNT2;FZD8;IGF2;CACNB3;ARHGAP29;ARHGEF15;NME1;SYDE2;KIT;AVPR1A;CAMK1;PRKACA;NGF;NOS3;ABL1;DCP1B;SNX18;NEDD9;MID2;TGFB1;RGS16;GPLD1;ARRB1;EPM2AIP1;CCDC88A;SH3PXD2B;PDGFRA;ABCB1;ILK;CHRNA3;MYO9A;CD36;GNB5;TDGF1;PDGFRB;CCL20;PDGFD;APH1B;TRIM15;F2R;HDAC5;CRTC3;PLA2G5;DNAJB4;HGF;DMD;PREX2;FBLN1;DLC1;GSN;PDGFB;MAPK11;THBS1;EBF2;THY1;SMO;SELE;JUN;GAS6;RAPGEF3;SASH1;TBC1D1;GREM1;STARD13;MYOCD;TRPC6;FLT1;CXCL1;FGFR1;RYR2;RGS11;SPON1;SNCA;MAGI2;TGFB2;RIN3;PPP2R5B;CHN1;AGT;FZD1;RGS4;PDGFC;ROR1;NTRK2;TGFBR2;PRKAG2;PINK1;ANK2;HTR2A;EHD3;NGFR;MAPRE3;ARHGAP23;FZD2;IRS1;A2M;ARHGAP24;HOXA3;SHC2;CAV2;AGTR1;RGS5;PKD2;AR;RET;ARHGAP10;HIP1;ARHGAP20;GADD45B;MMP17;RGS2;VLDLR;MAPK10;CAV1;FZD4;PKD1;FAM13B;MGST2;TGFB3;BEX1;EDNRA;TXN;SPHK1;MEF2C;MAP3K12;MTMR9;SH3PXD2A;WNT5A;VANGL2;TOR1AIP1;SHANK3;SOX7;PPP1R12B;RGS9;CACNA1C;GNAI2;ITGA1;TEK;CCL14;PEA15;GHR;HAND2;ANTXR1;ARHGEF10;RASA3;CLU;TWIST1;SFRP1;MDFIC;HTR2B;MMP16;ADCYAP1;PPM1F;ROR2;ROBO1;CACNG4;IL6;SYDE1;MMP24;ITGB3;SOD3;STARD8;NOX4;PRNP;DUSP19	geneontology_Biological_Process
1096	GO:0031103	axon regeneration	http://amigo.geneontology.org/amigo/term/GO:0031103	37	12	4.90537210448497	2.44629759871396	0.00213114705090001	0.0127954239769467	347;706;2043;2596;3371;3670;3725;3913;5802;8578;56963;83700	LAMB2;SCARF1;EPHA4;ISL1;GAP43;TNC;JUN;RGMA;PTPRS;JAM3;APOD;TSPO	geneontology_Biological_Process
1097	GO:0001947	heart looping	http://amigo.geneontology.org/amigo/term/GO:0001947	37	12	4.90537210448497	2.44629759871396	0.00213114705090001	0.0127954239769467	2022;4208;5311;6608;6722;7048;7474;9464;28514;54345;57216;64321	SRF;DLL1;SMO;TGFBR2;SOX17;PKD2;ENG;SOX18;MEF2C;WNT5A;VANGL2;HAND2	geneontology_Biological_Process
1098	GO:0016485	protein processing	http://amigo.geneontology.org/amigo/term/GO:0016485	204	42	27.0458353868901	1.55291930898754	0.00215119516244522	0.0129028642776494	2;165;710;715;716;720;730;975;1191;1311;1363;1368;1511;2028;2619;2737;2934;3075;4323;4325;4803;5054;5270;5327;5328;5566;5567;5621;5627;5646;5727;6447;7057;7123;9159;9509;9532;10418;51279;56265;83464;119587	GLI3;PRKACB;CFH;SERPING1;PLAT;PTCH1;CTSG;PRSS3;MMP14;CD81;SCG5;PRKACA;NGF;CPXM1;APH1B;GAS1;C4A;COMP;SERPINE1;GSN;CPXM2;C1R;PCSK7;THBS1;C7;BAG2;ENPEP;CPE;C1RL;SPON1;CLEC3B;A2M;C1S;PROS1;ADAMTS2;CPM;PLAU;AEBP1;CLU;MMP16;SERPINE2;PRNP	geneontology_Biological_Process
1099	GO:0044706	multi-multicellular organism process	http://amigo.geneontology.org/amigo/term/GO:0044706	180	38	23.8639724001971	1.59235852953325	0.0021549210976437	0.0129122872170811	116;183;285;367;552;1268;2192;2354;3488;3490;3678;4313;5021;5066;5069;5228;5270;5737;5744;5997;6777;6866;7005;7026;7040;7043;7048;7056;7076;7216;8434;8605;8614;10266;10916;23641;85360;285590	PLA2G4C;STC2;MMP2;PGF;ANGPT2;PTHLH;RECK;AVPR1A;TGFB1;NR2F2;SH3PXD2B;TRO;IGFBP7;CNR1;TEAD3;FBLN1;STAT5B;PTGFR;IGFBP5;LDOC1;TAC3;AGT;TGFBR2;THBD;FOSB;AR;ITGA5;RGS2;TGFB3;PAPPA;RAMP2;PAM;MAGED2;ADCYAP1;SERPINE2;OXTR;SYDE1;TIMP1	geneontology_Biological_Process
1100	GO:0051254	positive regulation of RNA metabolic process	http://amigo.geneontology.org/amigo/term/GO:0051254	1356	214	179.775258748152	1.19037514667018	0.00219258169299053	0.0131248246797195	59;87;90;94;116;154;183;322;367;408;463;654;657;658;677;860;975;1012;1028;1051;1052;1153;1277;1601;1634;1879;1901;1959;1999;2004;2022;2034;2078;2115;2145;2149;2247;2252;2255;2295;2354;2535;2624;2735;2736;2737;2908;3082;3131;3199;3200;3202;3212;3214;3234;3400;3479;3481;3569;3611;3624;3670;3725;4005;4060;4072;4092;4093;4094;4204;4205;4208;4209;4211;4212;4222;4223;4286;4321;4659;4692;4774;4776;4781;4782;4784;4804;4854;4855;4920;5028;5054;5087;5090;5155;5187;5252;5310;5311;5325;5396;5443;5526;5587;5727;5915;5979;5990;6095;6297;6422;6423;6594;6604;6608;6615;6660;6722;6777;6919;6925;6935;6943;7003;7005;7008;7025;7026;7040;7041;7042;7043;7046;7068;7071;7291;7472;7474;7704;7786;7789;7832;8013;8321;8322;8324;8325;8463;8516;8536;8609;8692;9079;9241;9457;9464;9586;9759;9839;9915;10014;10272;10365;10370;10736;11030;11278;22885;22924;22927;23066;23090;23129;23414;23433;23462;23493;23568;23635;25937;26108;26508;26585;28514;29915;29969;50937;51042;51142;51147;51176;54345;55859;56917;56963;57658;64321;64344;64641;64764;64784;79899;80149;83595;84159;84632;84662;90865;93649;130497;169792;221662;253738;340719	PHF1;GLI3;HEY2;NR2F1;FGF10;PBX1;CDON;POMC;HCFC2;ZFHX3;MEIS3;PPP1R12A;AFAP1L2;RBM24;CIRBP;TEF;RARB;NDN;NFATC4;SRF;NFIX;TGFB1I1;GLIS2;PRKD1;ZXDA;SALL2;EBF3;TGFBR1;SFRP2;RFX2;APBB1;TCF21;IGF1;HDAC4;PRR5L;PLXND1;PTCH1;RUNX2;GLI2;ARID5B;RBPMS;NFIB;ACTA2;ING4;CD81;SMARCA1;EGR2;CDKN1C;FGF2;ZEB2;ZBTB16;SOX5;ADRB2;ELK3;S1PR1;TCEA2;ARNT2;ISL1;ACTN1;WNT2;FZD8;IGF2;RHOQ;ABLIM3;CAMK1;FOXF2;MEOX2;TEAD2;HOXB4;CHCHD2;PER1;ZFPM2;KLF2;TGFB1;SNAI1;NR2F2;ARRB1;NOTCH3;MITF;ELF3;RORA;ETV1;FGF7;ACVRL1;ILK;SMARCD3;NR3C1;SMAD7;ZEB1;LUM;NFIC;F2R;HDAC5;CRTC3;ZFP36L1;EPCAM;TEAD3;HGF;FSTL3;TCF4;STAT5B;MAF;SERPINE1;EBF1;DAB2;PRRX1;PDGFB;SIX2;HABP4;DLL1;EBF2;SSBP2;NR4A3;SMO;JUN;IL33;GLI1;KLF7;CREB3L2;OSR1;FHL5;LDB2;KLF12;GREM1;WWTR1;MYOCD;MEOX1;ID4;HEYL;EZH1;HIF3A;CREB5;TGFB2;PLAGL1;PPP2R5B;AGT;FZD1;HOXD8;HYAL2;CDH13;NANOS1;INHBA;MECP2;NGFR;NOTCH4;MAPRE3;FZD2;SOX17;P2RY1;ZNF593;HOXA3;FOSB;HOXB2;CALCOCO1;THRB;PKD2;AR;RET;GLIS3;MEIS2;ENG;ZNF423;DCN;SOX18;ZC3H12A;CEBPB;ERG;FZD4;PKD1;HOXA5;ACVR1;HLF;MEF2D;TGFB3;CAND2;MEIS1;BEX1;MEF2C;ITGA8;MAP3K12;RGMA;MEF2A;WNT5A;BMPR1A;SOX7;COL1A1;EPAS1;BMPR1B;PYGO1;TEAD1;LEF1;BMP6;ARL2BP;GATA2;HAND2;HOXA2;PBX3;NOG;LMO2;NFIA;TWIST1;SFRP1;MDFIC;HEY1;KLF10;MMP12;ADCYAP1;BTG2;ROR2;SMAD9;IL6;CEBPD;CITED2;FZD7	geneontology_Biological_Process
1101	GO:2000352	negative regulation of endothelial cell apoptotic process	http://amigo.geneontology.org/amigo/term/GO:2000352	28	10	3.71217348447511	2.69383961763144	0.0022059676604842	0.0131523962404192	25;284;2621;2624;3791;5054;7010;7857;9037;10266	ANGPT1;SCG2;ABL1;KDR;SERPINE1;GAS6;TEK;SEMA5A;GATA2;RAMP2	geneontology_Biological_Process
1102	GO:0086005	ventricular cardiac muscle cell action potential	http://amigo.geneontology.org/amigo/term/GO:0086005	28	10	3.71217348447511	2.69383961763144	0.0022059676604842	0.0131523962404192	287;775;857;2702;3752;3757;3764;6262;6640;23704	KCNE4;KCNJ8;KCNH2;SNTA1;KCND3;GJA5;RYR2;ANK2;CAV1;CACNA1C	geneontology_Biological_Process
1103	GO:1901021	positive regulation of calcium ion transmembrane transporter activity	http://amigo.geneontology.org/amigo/term/GO:1901021	28	10	3.71217348447511	2.69383961763144	0.0022059676604842	0.0131523962404192	287;783;784;2946;3306;5311;6262;6769;30845;57158	CACNB2;GSTM2;HSPA2;JPH2;STAC;CACNB3;RYR2;ANK2;EHD3;PKD2	geneontology_Biological_Process
1104	GO:0099084	postsynaptic specialization organization	http://amigo.geneontology.org/amigo/term/GO:0099084	28	10	3.71217348447511	2.69383961763144	0.0022059676604842	0.0131523962404192	1000;2596;5789;5802;9379;23229;57555;64101;84628;85358	NLGN2;NTNG2;PTPRD;ARHGEF9;GAP43;NRXN2;CDH2;SHANK3;PTPRS;LRRC4	geneontology_Biological_Process
1105	GO:0042471	ear morphogenesis	http://amigo.geneontology.org/amigo/term/GO:0042471	83	21	11.0039428289798	1.90840686164733	0.00221948666127947	0.0132198450043604	1301;2255;2260;2535;2624;2736;3199;4920;5396;6935;7291;7474;8013;8516;9132;9241;9423;10736;55084;57216;130497	FGF10;GLI2;NTN1;KCNQ4;SOBP;COL11A1;ZEB1;PRRX1;SIX2;NR4A3;OSR1;FGFR1;FZD2;ITGA8;WNT5A;VANGL2;GATA2;HOXA2;NOG;TWIST1;ROR2	geneontology_Biological_Process
