Tag	logFC	AveExpr	t	P.Value	adj.P.Val	B
RGMA	-1.421	2.577	-4.488	0	0	2.681
KCNJ11	0.735	1.792	4.484	0	0	2.663
RINL	0.598	2.537	4.481	0	0	2.652
CAMSAP3	0.913	4.912	4.479	0	0	2.644
SLC4A2	0.63	5.284	4.479	0	0	2.643
HIST3H2BB	0.585	0.887	4.478	0	0	2.64
PLVAP	0.712	7.37	4.478	0	0	2.64
MAFK	0.646	4.637	4.475	0	0	2.628
LRRN4	0.801	1.026	4.474	0	0	2.624
PTPRO	0.847	1.254	4.473	0	0	2.616
FLNB	0.806	6.001	4.472	0	0	2.614
OVOL1	1.167	3.232	4.471	0	0	2.611
CRB3	0.824	5.26	4.47	0	0	2.606
AFDN	0.653	4.702	4.47	0	0	2.604
POGLUT3	0.654	4.614	4.469	0	0	2.601
FUT11	0.602	3.386	4.468	0	0	2.599
HSD17B12	0.63	5	4.466	0	0	2.59
ADAM15	0.6	6.055	4.464	0	0	2.579
LHPP	-0.612	3.926	-4.463	0	0	2.575
MMD	0.704	3.798	4.462	0	0	2.573
GALNT15	-0.821	1.486	-4.461	0	0	2.568
RNF19B	0.655	5.586	4.461	0	0	2.567
PDPN	0.889	4.26	4.461	0	0	2.566
GLYCTK	0.791	3.545	4.461	0	0	2.565
PCM1	0.644	4.371	4.46	0	0	2.565
CBX5	0.651	4.472	4.458	0	0	2.554
HSPA1B	0.869	5.997	4.457	0	0	2.549
TACR2	-1.747	2.473	-4.456	0	0	2.547
ARHGAP10	-0.732	2.321	-4.456	0	0	2.547
NDN	-1.028	4.097	-4.455	0	0	2.544
PEG3	-0.745	0.914	-4.454	0	0	2.539
ZBTB7C	-1.263	2.683	-4.453	0	0	2.533
ALPG	1.747	1.812	4.453	0	0	2.532
ZFP36	-0.868	8.598	-4.45	0	0	2.52
MTR	0.592	3.481	4.45	0	0	2.519
ZMAT3	0.655	3.638	4.449	0	0	2.515
IFFO2	0.794	3.557	4.447	0	0	2.508
AGR2	1.803	9.241	4.446	0	0	2.504
BCOR	0.61	4.276	4.445	0	0	2.5
SELENOP	-1.138	4.692	-4.445	0	0	2.498
CYP2B6	1.628	2.382	4.444	0	0	2.497
BICC1	0.931	2.694	4.444	0	0	2.496
UBE2L6	0.814	6.508	4.444	0	0	2.494
STMN2	-1.056	1.275	-4.443	0	0	2.492
SPRR2B	-0.734	0.227	-4.441	0	0	2.483
HACD1	-0.895	1.771	-4.439	0	0	2.477
GPR158	0.741	0.989	4.439	0	0	2.475
DUSP5	-0.993	4.37	-4.439	0	0	2.474
PRMT6	0.688	4.037	4.435	0	0	2.459
GDAP1	0.746	2.474	4.433	0	0	2.448
LMTK3	0.755	2.551	4.432	0	0	2.446
ADCY5	-1.312	2.365	-4.432	0	0	2.444
ERICH4	-0.925	0.876	-4.431	0	0	2.442
SH3D21	0.798	2.386	4.428	0	0	2.428
KCNH8	0.721	1.068	4.428	0	0	2.428
MYOM1	-0.937	1.673	-4.42	0	0	2.395
TAGLN	-1.542	7.164	-4.419	0	0	2.391
LILRB1	0.747	2.223	4.419	0	0	2.39
CDC42BPB	0.603	5.723	4.418	0	0	2.388
LYNX1	-1.367	2.476	-4.416	0	0	2.377
EPHA1	0.91	4.034	4.415	0	0	2.372
CORO2A	0.858	4.846	4.41	0	0	2.355
APOL1	0.993	6.578	4.409	0	0	2.348
SERPINB13	-1.01	0.385	-4.408	0	0	2.345
DUSP16	0.649	4.639	4.406	0	0	2.338
SCARF2	1.045	4.052	4.405	0	0	2.332
DOK3	0.758	2.937	4.404	0	0	2.327
ZNF579	0.666	4.177	4.404	0	0	2.326
ZSCAN18	-0.855	1.937	-4.401	0	0	2.316
C17orf78	-1.151	1.056	-4.4	0	0	2.311
CYP1A1	-0.601	0.352	-4.398	0	0	2.303
LTBP2	1.034	4.847	4.396	0	0	2.295
GIMAP2	0.689	3.341	4.396	0	0	2.295
EDEM1	0.603	4.403	4.395	0	0	2.292
ARHGAP33	0.627	2.476	4.393	0	0	2.283
ARMC9	0.6	2.332	4.391	0	0	2.272
PARVG	0.638	1.859	4.39	0	0	2.271
EBP	0.656	5.317	4.39	0	0	2.269
FAM92A	0.598	2.648	4.389	0	0	2.266
OPN3	0.609	2.404	4.389	0	0	2.265
SEMA6D	-0.806	1.644	-4.386	0	0	2.253
FOXF2	-1.093	4.209	-4.385	0	0	2.251
RNF169	0.629	3.127	4.385	0	0	2.247
PDE3B	0.652	1.886	4.384	0	0	2.245
DPP7	0.594	6.336	4.378	0	0	2.219
PRKAA2	-1.016	1.368	-4.376	0	0	2.212
CLDN9	0.967	1.213	4.376	0	0	2.211
OSR2	0.834	3.109	4.375	0	0	2.206
EOGT	0.638	3.802	4.374	0	0	2.203
SBSPON	-1.103	2.187	-4.374	0	0	2.203
CDO1	-0.811	1.237	-4.372	0	0	2.194
COL15A1	0.983	5.799	4.371	0	0	2.193
ARHGDIG	-0.93	1.202	-4.368	0	0	2.178
BACE2	0.834	5.523	4.367	0	0	2.174
RBM24	-0.794	1.035	-4.366	0	0	2.169
HIST1H4C	0.794	2.962	4.365	0	0	2.165
PIANP	-0.596	0.921	-4.364	0	0	2.161
CNKSR2	-0.662	0.618	-4.362	0	0	2.154
H6PD	0.641	5.225	4.362	0	0	2.154
OLFM2	1.011	3.352	4.362	0	0	2.154
ITGB2	1.058	4.381	4.361	0	0	2.152
SLC31A1	0.641	5.168	4.361	0	0	2.148
SMAD3	0.609	4.623	4.359	0	0	2.14
MGAT4A	0.725	3.846	4.358	0	0	2.136
NUDT19	0.73	4.178	4.357	0	0	2.132
MAN2B1	0.605	5.455	4.355	0	0	2.126
POR	0.622	5.522	4.353	0	0	2.117
SLC16A9	-0.855	1.373	-4.352	0	0	2.111
MLLT6	0.61	5.143	4.351	0	0	2.11
BMP5	-0.609	0.637	-4.35	0	0	2.106
TJP3	0.968	5.435	4.35	0	0	2.105
MUC22	-0.652	0.214	-4.349	0	0	2.102
AR	-0.604	0.855	-4.348	0	0	2.097
SRPX2	0.887	3.38	4.348	0	0	2.096
DMD	-0.995	1.984	-4.347	0	0	2.094
ACSM3	0.855	2.253	4.347	0	0	2.094
CRYZ	0.655	4.633	4.347	0	0	2.093
ANTXR1	1.068	5.275	4.347	0	0	2.09
STAT5A	0.685	4.128	4.346	0	0	2.087
OTULINL	0.918	3.445	4.345	0	0	2.084
FOXA3	1.207	4.911	4.345	0	0	2.083
TRPM4	0.708	4.784	4.341	0	0	2.067
ARHGEF25	-1.052	2.761	-4.339	0	0	2.059
LTB	1.133	4.222	4.335	0	0	2.041
GRAMD4	0.606	4.582	4.333	0	0	2.033
AOC3	-1.302	4.35	-4.324	0	0	1.997
ELOVL4	-0.68	1.118	-4.323	0	0	1.993
BTNL9	0.779	2.187	4.322	0	0	1.988
GSTA2	-1.459	1.59	-4.319	0	0	1.977
SLC1A3	0.878	2.181	4.319	0	0	1.975
PADI2	1.089	2.719	4.318	0	0	1.971
IL18R1	0.623	2.068	4.316	0	0	1.963
EGFLAM	0.591	1.604	4.312	0	0	1.948
HTT	0.587	3.981	4.312	0	0	1.947
SPEG	-1.143	1.725	-4.31	0	0	1.94
MYO1D	0.695	5.873	4.309	0	0	1.937
ERAP1	0.666	5.017	4.306	0	0	1.924
EEF1A2	-1.75	2.435	-4.306	0	0	1.922
PRRG4	0.776	4.203	4.305	0	0	1.918
RASSF4	0.652	2.944	4.304	0	0	1.916
PLEK	1.056	3.942	4.304	0	0	1.915
DACT1	0.933	3.105	4.302	0	0	1.908
RAC3	0.996	3.158	4.302	0	0	1.908
CHRM4	-0.617	0.814	-4.302	0	0	1.906
NRCAM	1.019	1.795	4.299	0	0	1.896
CCDC74A	0.669	2.092	4.298	0	0	1.889
NACAD	-0.783	1.454	-4.297	0	0	1.888
GBP1	0.965	5.032	4.294	0	0	1.876
HOXA1	0.754	1.922	4.292	0	0	1.865
PPP1R1B	1.897	5.093	4.29	0	0	1.859
ALPP	1.185	1.124	4.289	0	0	1.855
TPRN	0.705	4.345	4.289	0	0	1.853
RAP1GAP2	0.66	3.977	4.288	0	0	1.851
CACNB1	0.608	1.851	4.288	0	0	1.849
DCN	-1.082	5.747	-4.284	0	0	1.832
CYP2W1	1.814	2.791	4.283	0	0	1.831
KRT23	1.786	2.473	4.282	0	0	1.824
RGMB	-0.742	3.049	-4.279	0	0	1.815
C14orf132	-1.004	2.367	-4.279	0	0	1.813
MAGEA3	2.043	1.916	4.278	0	0	1.811
EFNB2	0.661	5.651	4.278	0	0	1.81
INAFM2	-0.812	4.85	-4.278	0	0	1.809
ATP6V1C2	0.935	2.189	4.277	0	0	1.805
CAMSAP1	0.588	3.666	4.276	0	0	1.803
GPIHBP1	-0.604	1.007	-4.272	0	0	1.787
SLC37A1	0.761	4.766	4.27	0	0	1.779
RELN	-0.63	0.652	-4.27	0	0	1.777
RNF150	-1.057	1.918	-4.27	0	0	1.776
LAT2	0.661	2.658	4.27	0	0	1.776
TCEAL7	-0.825	2.042	-4.269	0	0	1.775
C5AR1	0.931	4.06	4.269	0	0	1.774
PTPRF	0.763	6.554	4.267	0	0	1.763
ADCY7	0.699	2.504	4.266	0	0	1.759
HIST1H2AI	0.791	1.871	4.264	0	0	1.753
ZNF385B	-0.69	0.92	-4.263	0	0	1.749
ATP1B1	0.829	8.538	4.263	0	0	1.748
HOXC13	1.137	1.113	4.261	0	0	1.741
PIM1	-0.707	5.384	-4.259	0	0	1.734
TNFRSF10C	0.754	2.05	4.258	0	0	1.729
PRSS21	1.699	2.428	4.258	0	0	1.727
NPR1	-0.773	2.227	-4.258	0	0	1.727
HIST1H2BD	0.901	4.965	4.258	0	0	1.727
ATP2C2	1.097	2.912	4.254	0	0	1.713
TGM2	1.045	6.542	4.253	0	0	1.708
PSAP	0.596	9.826	4.252	0	0	1.705
AQP9	1.018	2.056	4.247	0	0	1.683
HOXB5	0.898	3.433	4.246	0	0	1.681
SOCS1	0.845	4.683	4.244	0	0	1.673
ANK2	-0.887	1.464	-4.243	0	0	1.667
HOMER2	-0.849	1.488	-4.242	0	0	1.664
EIF4E3	-0.64	2.903	-4.241	0	0	1.659
PLD3	0.603	6.622	4.238	0	0	1.649
DOK5	0.611	1.475	4.238	0	0	1.647
LDOC1	-1.044	4.066	-4.237	0	0	1.644
BTC	-0.807	2.805	-4.236	0	0	1.64
SLC51B	-1.052	2.017	-4.236	0	0	1.638
GRAMD2A	0.613	1.115	4.231	0	0	1.62
TNFRSF17	-1.075	2.094	-4.23	0	0	1.617
C17orf113	0.664	1.777	4.228	0	0	1.606
IGFL2	0.824	0.947	4.225	0	0	1.597
DUSP6	0.688	4.739	4.223	0	0	1.589
TMEM59L	-0.683	0.909	-4.223	0	0	1.587
ITGA4	0.814	2.597	4.222	0	0	1.585
DBNDD1	0.948	3.683	4.22	0	0	1.576
EIF5AL1	0.598	2.079	4.218	0	0	1.567
NT5C2	0.588	4.22	4.216	0	0	1.56
IL36RN	-0.662	0.295	-4.216	0	0	1.559
SUSD4	-1.025	1.687	-4.216	0	0	1.557
MYO1F	0.704	2.877	4.215	0	0	1.556
BMP8B	0.702	2.435	4.213	0	0	1.547
SNTA1	-0.821	3.99	-4.212	0	0	1.542
HIST1H2BF	0.841	2.207	4.211	0	0	1.539
C11orf86	-1.451	2.001	-4.21	0	0	1.534
LILRB2	0.785	2.469	4.209	0	0	1.532
CDC42EP1	0.792	8.011	4.207	0	0	1.523
PTPN7	0.82	2.57	4.204	0	0	1.511
NNMT	0.988	5.103	4.203	0	0	1.508
EPM2A	-0.615	1.743	-4.203	0	0	1.508
DEF6	0.698	4.242	4.202	0	0	1.505
CLCA4	-1.383	0.782	-4.199	0	0	1.493
ERBB2	1.182	6.042	4.199	0	0	1.492
LIFR	-0.878	2.264	-4.199	0	0	1.492
SPRY2	0.72	4.743	4.198	0	0	1.487
ITIH5	-0.94	2.385	-4.197	0	0	1.483
FOSL1	1.156	4.621	4.197	0	0	1.483
OVOL2	0.794	4.004	4.197	0	0	1.482
PCDHB13	0.681	1.843	4.195	0	0	1.477
GYG2	0.868	2.657	4.195	0	0	1.473
SHROOM4	0.656	2.302	4.193	0	0	1.466
FAM189A2	-0.973	2.128	-4.192	0	0	1.464
F13A1	-1.263	2.976	-4.191	0	0	1.457
THSD4	-0.818	2.137	-4.19	0	0	1.456
ARHGEF40	0.678	3.706	4.189	0	0	1.453
XPNPEP2	-1.463	2.207	-4.189	0	0	1.45
PIWIL1	1.055	1.008	4.187	0	0	1.444
ALDH5A1	0.791	3.815	4.186	0	0	1.439
KCNMA1	-1.306	2.152	-4.186	0	0	1.438
SLC16A7	-0.718	1.684	-4.185	0	0	1.433
CEACAM6	2.143	7.42	4.184	0	0	1.432
PTPRZ1	-0.866	1.208	-4.182	0	0	1.423
CNTNAP2	1.041	1.774	4.181	0	0	1.418
PRRG2	0.634	3.768	4.181	0	0	1.417
KLF2	-0.935	6.599	-4.181	0	0	1.417
SLC40A1	0.922	6.745	4.179	0	0	1.411
CRISPLD1	0.908	2.18	4.178	0	0	1.407
CERS3	-0.752	0.352	-4.177	0	0	1.403
YAP1	0.624	5.695	4.176	0	0	1.398
FEV	-0.954	0.784	-4.173	0	0	1.388
C5orf46	0.684	0.755	4.172	0	0	1.385
OAS1	0.842	5.509	4.172	0	0	1.385
RAET1E	-0.651	0.661	-4.172	0	0	1.382
REEP2	-0.96	1.771	-4.171	0	0	1.38
TBXAS1	0.685	2.853	4.171	0	0	1.379
ADAMTSL3	-0.795	1.386	-4.167	0	0	1.365
DAAM2	-0.976	2.882	-4.165	0	0	1.357
DHX58	0.595	3.395	4.161	0	0	1.339
SDC1	1.016	7.28	4.159	0	0	1.332
BICDL1	0.701	3.327	4.159	0	0	1.33
SAMD5	1.047	3.539	4.159	0	0	1.33
HCK	0.821	3.662	4.158	0	0	1.329
FAM25A	-1.162	0.629	-4.158	0	0	1.328
SBK1	0.992	1.958	4.154	0	0	1.312
SAMD9L	0.947	3.988	4.153	0	0	1.309
ECEL1	0.921	1.357	4.153	0	0	1.309
CLEC11A	0.862	4.18	4.152	0	0	1.306
GRB14	0.835	1.874	4.152	0	0	1.304
DLX4	0.72	0.896	4.148	0	0	1.289
GRIK5	-0.889	1.339	-4.147	0	0	1.286
SLC8A2	-0.807	0.859	-4.146	0	0	1.282
CFTR	1.372	3.191	4.145	0	0	1.275
NFATC2	0.67	3.891	4.144	0	0	1.271
EPGN	-0.701	0.326	-4.143	0	0	1.267
NXPH3	-0.872	1.242	-4.142	0	0	1.267
ATF5	0.614	4.892	4.142	0	0	1.263
IFI35	0.672	5.293	4.14	0	0	1.258
GLI1	0.772	1.786	4.138	0	0	1.249
KCNJ2	0.68	1.82	4.137	0	0	1.244
SLCO2B1	0.821	4.214	4.136	0	0	1.241
ZNF850	0.593	1.428	4.136	0	0	1.24
CASP7	0.599	5.083	4.135	0	0	1.238
PTPRH	1.041	4.566	4.135	0	0	1.238
ERVMER34-1	0.961	1.593	4.134	0	0	1.234
GOLT1A	1.172	3.415	4.133	0	0	1.23
TYROBP	0.929	7.106	4.133	0	0	1.229
PRDM8	-0.797	1.841	-4.131	0	0	1.223
SAMSN1	0.822	3.252	4.13	0	0	1.217
EMX1	0.853	1.055	4.127	0	0	1.207
FAM117A	-0.701	3.712	-4.124	0	0	1.195
THBS3	0.601	3.497	4.124	0	0	1.195
NPM2	0.68	1.325	4.123	0	0	1.188
BTN3A3	0.651	3.884	4.122	0	0	1.187
NUP210	1.077	4.177	4.117	0	0	1.165
STK17B	0.622	4.243	4.115	0	0	1.16
INPP5D	0.806	3.756	4.115	0	0	1.158
PLCD1	-0.614	3.177	-4.114	0	0	1.155
TPBG	0.77	3.355	4.114	0	0	1.155
OGN	-1.699	3.272	-4.114	0	0	1.154
MLN	-1.031	0.733	-4.113	0	0	1.152
TTLL6	0.768	1.319	4.112	0	0	1.146
APBB2	0.585	3.462	4.112	0	0	1.145
TCTEX1D2	0.595	2.439	4.11	0	0	1.139
EVPL	1.059	4.603	4.11	0	0	1.138
HIST1H3H	0.849	2.826	4.108	0	0	1.13
MICALL1	-0.605	4.675	-4.106	0	0	1.125
TANC2	0.669	2.012	4.106	0	0	1.124
IRF1	0.746	5.054	4.106	0	0	1.122
ZNF662	-0.619	1.142	-4.105	0	0	1.121
LCP1	0.97	5.657	4.105	0	0	1.12
CEACAM1	1.035	5.111	4.104	0	0	1.117
SHISA3	-1.187	1.903	-4.103	0	0	1.112
SMPDL3B	0.985	4.186	4.102	0	0	1.108
AMIGO2	0.939	3.352	4.102	0	0	1.107
HS3ST6	-0.801	0.516	-4.102	0	0	1.106
SHISA2	0.934	2.179	4.101	0	0	1.105
PTPN22	0.704	2.48	4.098	0	0	1.093
TMEM141	0.612	5.817	4.098	0	0	1.092
FUT2	0.918	5.461	4.098	0	0	1.09
RGN	-0.947	1.762	-4.095	0	0	1.082
COL9A1	0.774	1.244	4.093	0	0	1.071
CMPK2	0.819	3.58	4.09	0	0	1.062
CHST4	1.053	1.341	4.09	0	0	1.059
FAM78A	0.672	2.395	4.087	0	0	1.049
POP4	0.627	3.805	4.086	0	0	1.046
ZNF83	0.66	3.029	4.086	0	0	1.044
ADORA2B	0.787	2.391	4.086	0	0	1.044
ITM2A	-0.929	4.233	-4.08	0	0	1.021
MAGEA6	1.779	1.656	4.079	0	0	1.018
SGPP2	0.988	5.49	4.077	0	0	1.012
LRRC3	-0.718	2.379	-4.074	0	0	0.997
BNIPL	-0.739	0.769	-4.073	0	0	0.993
WIF1	-0.856	0.575	-4.071	0	0	0.985
ARMCX1	-0.802	2.978	-4.063	0	0	0.956
SPI1	0.826	5.056	4.062	0	0	0.952
FOXF1	-0.995	4.328	-4.062	0	0	0.951
GJB2	1.113	5.46	4.061	0	0	0.947
CAPN14	-0.997	0.587	-4.057	0	0	0.933
GDF10	-0.679	0.743	-4.057	0	0	0.932
MT1E	-1.191	6.527	-4.055	0	0	0.923
SLC26A1	0.598	2.044	4.054	0	0	0.922
FADS2	0.918	3.217	4.051	0	0	0.908
RAB17	0.683	3.233	4.05	0	0	0.905
CES1	-1.395	2.794	-4.049	0	0	0.9
ALOX5	0.863	4.029	4.046	0	0	0.889
PAMR1	-0.659	2.09	-4.045	0	0	0.885
UNC13D	0.876	3.979	4.043	0	0	0.877
ELANE	-0.585	0.556	-4.041	0	0	0.87
CD4	0.861	4.674	4.041	0	0	0.869
ARL4C	0.785	4.765	4.041	0	0	0.869
ZDHHC11	0.604	1.284	4.04	0	0	0.866
CLU	-1.32	6.315	-4.04	0	0	0.865
TXNIP	-0.891	8.2	-4.039	0	0	0.861
CAPNS2	-0.828	0.403	-4.036	0	0	0.852
MYO5B	0.8	4.634	4.035	0	0	0.846
EPB41L1	0.661	5.358	4.034	0	0	0.845
MLXIP	0.587	5.186	4.033	0	0	0.84
PSTPIP2	0.798	2.896	4.032	0	0	0.834
FOSB	-1.406	4.233	-4.031	0	0	0.833
IL12RB1	0.667	2.087	4.03	0	0	0.829
TNFRSF11A	0.943	3.275	4.029	0	0	0.826
EDN2	-0.802	1.078	-4.028	0	0	0.82
AHNAK	-0.809	6.593	-4.026	0	0	0.813
FBXL22	-0.87	1.805	-4.025	0	0	0.808
ZDHHC1	0.66	4.041	4.023	0	0	0.803
MAST3	0.596	3.667	4.02	0	0	0.789
TNFAIP6	0.956	3.104	4.017	0	0	0.778
STUM	-0.767	0.989	-4.016	0	0	0.775
AVIL	0.611	1.634	4.015	0	0	0.771
JCHAIN	-1.918	7.816	-4.014	0	0	0.768
DSP	0.938	6.595	4.012	0	0	0.758
TPM1	-0.893	5.715	-4.007	0	0	0.742
DMPK	-0.893	3.936	-4.006	0	0	0.736
DNM1	0.846	2.797	4.005	0	0	0.734
GZMB	1.114	3.707	4.003	0	0	0.725
CSAG1	1.746	1.721	4	0	0	0.713
APOA1	-2.098	2.662	-4	0	0	0.712
CSAG3	1.143	1.069	3.999	0	0	0.708
PTX3	-0.634	1.13	-3.993	0	0	0.687
RTL5	-0.737	1.802	-3.99	0	0	0.674
NMU	1.351	3.647	3.989	0	0	0.671
TIE1	0.659	3.216	3.987	0	0	0.664
HAVCR1	0.992	1.047	3.987	0	0	0.664
KYNU	0.644	1.462	3.984	0	0	0.652
TGFBR3	-0.916	3.358	-3.978	0	0	0.628
ARHGAP32	0.645	4.254	3.977	0	0	0.626
FSTL1	0.868	6.072	3.977	0	0	0.625
RAI2	-0.957	3.95	-3.974	0	0	0.615
SP6	0.979	2.523	3.97	0	0	0.6
PDGFA	0.695	4.28	3.969	0	0	0.597
TAC1	-0.839	0.707	-3.968	0	0	0.591
SLURP1	-1.36	0.746	-3.968	0	0	0.59
FAM83E	1.027	4.957	3.964	0	0	0.577
PARP15	0.737	1.581	3.964	0	0	0.577
MBNL3	0.671	3.566	3.963	0	0	0.574
CTSK	0.847	6.252	3.963	0	0	0.572
GRPR	-0.735	0.77	-3.961	0	0	0.565
PDZK1IP1	1.488	6.717	3.959	0	0	0.557
LMO3	-0.681	1.039	-3.959	0	0	0.557
MUC1	1.333	7.528	3.957	0	0	0.55
BICDL2	0.73	3.708	3.956	0	0	0.544
ARSB	0.596	2.98	3.955	0	0	0.542
ARHGDIB	0.696	6.672	3.954	0	0	0.54
IGLL1	-0.932	1.29	-3.953	0	0	0.534
LRIF1	0.652	3.097	3.953	0	0	0.533
TMPRSS11D	-0.945	0.44	-3.951	0	0	0.527
C5orf30	0.614	3.626	3.95	0	0	0.524
CCR5	0.802	2.389	3.95	0	0	0.523
BVES	-0.939	1.912	-3.95	0	0	0.522
BMP3	-1.001	1.04	-3.947	0	0	0.513
P3H2	-0.938	2.788	-3.943	0	0	0.495
RAC2	0.794	5.731	3.942	0	0	0.493
ME1	-0.763	4.254	-3.941	0	0	0.491
SCG2	-0.997	1.823	-3.941	0	0	0.488
ITGA3	0.759	5.802	3.939	0	0	0.483
CD300C	0.593	1.655	3.936	0	0	0.471
SCIMP	0.772	2.23	3.935	0	0	0.466
CHIT1	0.947	1.05	3.933	0	0	0.459
CACNB2	-0.716	1.461	-3.93	0	0	0.448
APBB1IP	0.894	3.703	3.929	0	0	0.442
PCP4	-1.173	1.303	-3.927	0	0	0.436
C3orf80	0.659	2.124	3.925	0	0	0.428
ZNF532	0.683	3.484	3.924	0	0	0.424
RYR2	-0.701	1.024	-3.92	0	0	0.411
FAM241B	0.689	2.965	3.917	0	0	0.401
KISS1	0.761	1.426	3.914	0	0	0.387
FGD3	0.62	2.484	3.914	0	0	0.386
PRUNE2	-1.419	2.828	-3.913	0	0	0.385
CD274	0.802	2.139	3.911	0	0	0.376
CXCL5	2.165	4.802	3.908	0	0	0.366
CCL22	0.871	2.616	3.905	0	0	0.355
UNC5CL	1.136	3.978	3.905	0	0	0.353
ASGR1	0.641	1.148	3.904	0	0	0.35
FAXC	-0.616	0.817	-3.901	0	0	0.338
MIEN1	0.957	6.138	3.9	0	0	0.337
GBP6	-1.205	0.887	-3.899	0	0	0.331
CCN6	0.802	1.339	3.898	0	0	0.328
TMPRSS11A	-0.925	0.379	-3.897	0	0	0.324
GSTA1	-1.888	4.251	-3.897	0	0	0.322
LCE3D	-0.814	0.347	-3.895	0	0	0.318
GCHFR	0.607	2.417	3.894	0	0	0.312
CALHM6	0.955	3.356	3.893	0	0	0.308
PCDHB8	0.801	1.287	3.893	0	0	0.308
IGFBP1	0.966	0.98	3.892	0	0	0.306
TMPRSS5	0.731	1.052	3.886	0	0	0.284
CDKN1A	-0.699	6.508	-3.885	0	0	0.281
MAP2K6	0.597	2.116	3.882	0	0	0.27
LRRC20	0.594	3.673	3.882	0	0	0.269
GPT	-1.046	2.57	-3.878	0	0	0.255
UCN3	-0.83	0.739	-3.878	0	0	0.254
SELL	0.976	3.621	3.878	0	0	0.253
MT2A	-0.819	7.285	-3.878	0	0	0.252
INHBB	0.964	2.868	3.877	0	0	0.251
LIMD2	0.786	3.54	3.877	0	0	0.248
CERS6	0.611	4.586	3.873	0	0	0.235
ITGB6	1.087	3.755	3.873	0	0	0.234
TPM2	-1.199	6.624	-3.872	0	0	0.23
FBLN1	-1.277	5.44	-3.87	0	0	0.222
C9orf152	1.14	4.72	3.866	0	0	0.207
MFAP5	-1.134	3.359	-3.864	0	0	0.203
FADS6	-0.724	0.668	-3.863	0	0	0.199
LRRC75A	0.716	2.975	3.863	0	0	0.198
NR3C2	-0.712	2.711	-3.858	0	0	0.179
IL20RA	0.745	2.948	3.855	0	0	0.17
TPSD1	-1.01	1.766	-3.855	0	0	0.169
CXCR2	-0.83	1.399	-3.855	0	0	0.168
GOLM1	0.879	7.284	3.854	0	0	0.166
ARVCF	0.589	2.707	3.854	0	0	0.166
ITGAM	0.74	2.438	3.854	0	0	0.165
PCDHB14	0.611	2.222	3.846	0	0	0.136
TPSAB1	-1.09	4.612	-3.844	0	0	0.128
IVL	-1.166	0.553	-3.843	0	0	0.126
SBSN	-1.289	0.706	-3.843	0	0	0.123
XKR9	0.751	1.839	3.84	0	0	0.113
ZFHX3	0.599	3.64	3.84	0	0	0.112
NAP1L5	-0.609	2.286	-3.837	0	0	0.104
LRRC6	0.623	1.627	3.834	0	0	0.092
FZD5	0.682	5.112	3.833	0	0	0.087
PLEKHG6	0.891	4.334	3.832	0	0	0.084
ERV3-1	0.931	3.599	3.831	0	0	0.079
IRX3	-0.975	1.694	-3.829	0	0	0.074
HAND2	-1.467	2.17	-3.824	0	0	0.055
PCDH18	0.66	3.33	3.824	0	0	0.055
ATP8B1	0.721	5.674	3.823	0	0	0.051
MMP19	0.669	2.883	3.823	0	0	0.05
MYLK	-1.311	4.381	-3.821	0	0	0.044
CRCT1	-1.456	0.866	-3.815	0	0	0.021
FHL3	0.635	5.048	3.812	0	0	0.011
FMNL1	0.667	3.525	3.81	0	0	0.002
ANO5	-0.764	1.577	-3.807	0	0	-0.009
IL21R	0.634	1.484	3.807	0	0	-0.009
GDA	1.099	3.091	3.805	0	0	-0.015
CLEC2D	0.606	1.903	3.804	0	0	-0.018
CFL2	-0.897	3.44	-3.803	0	0	-0.024
SLC16A5	0.768	4.472	3.803	0	0	-0.024
DKK4	-1.01	1.12	-3.802	0	0	-0.026
TMEM236	-0.684	0.766	-3.799	0	0	-0.036
NES	0.744	3.926	3.797	0	0	-0.046
TUBB2A	-0.618	5.02	-3.794	0	0	-0.054
CALCRL	0.678	3.615	3.794	0	0	-0.054
LPXN	0.664	4.067	3.79	0	0	-0.068
LPCAT2	0.59	3.553	3.79	0	0	-0.071
SLC19A3	1.156	2.112	3.79	0	0	-0.072
PCDH1	0.731	6.027	3.789	0	0	-0.073
CIITA	0.877	3.071	3.789	0	0	-0.075
C20orf204	0.646	0.82	3.789	0	0	-0.075
MTERF1	0.591	2.443	3.786	0	0	-0.085
PUDP	0.598	4.076	3.784	0	0	-0.091
PRSS33	0.89	1.052	3.784	0	0	-0.093
PDLIM3	-1.117	4.078	-3.783	0	0	-0.097
DENND2C	-0.605	1.127	-3.78	0	0	-0.107
CSF3R	0.757	2.339	3.78	0	0	-0.108
CXCL17	-2.117	5.091	-3.779	0	0	-0.11
SNTB1	0.835	3.605	3.775	0	0	-0.126
PLA2G5	-0.62	1.09	-3.774	0	0	-0.128
FAM171A1	0.652	4.829	3.772	0	0	-0.136
RNASE7	-0.845	0.529	-3.771	0	0	-0.141
DLX6	0.701	0.781	3.769	0	0	-0.145
TMPRSS11E	-1.133	0.625	-3.764	0	0	-0.164
FIBCD1	1.085	1.366	3.76	0	0	-0.177
C11orf95	0.594	3.336	3.758	0	0	-0.185
HIF3A	-1.087	1.856	-3.757	0	0	-0.188
IL2RB	0.858	3.828	3.754	0	0	-0.2
MTURN	-0.683	3.282	-3.754	0	0	-0.201
MAGEA12	1.499	1.388	3.753	0	0	-0.203
